location_type,parent_station,stop_code,stop_id,stop_lat,stop_lon,stop_name,wheelchair_boarding,zone_id
0,,351A06_TM,53429,4.6686770009473815,-74.12334931957241,Br. Modelia Occidental,1,
0,,352A06_TM,53430,4.666731824405942,-74.12552107493843,Br. Modelia Occidental,1,
0,,353A06_TM,53431,4.664980547742951,-74.1274736734621,Br. Modelia Occidental,1,
0,,354A06_TM,53432,4.661933903318405,-74.1255098008013,Br. Capellanía,1,
0,,355A06_TM,53433,4.664202855740934,-74.1218025345492,Br. Capellanía,1,
0,,356A06_TM,53434,4.665487208012792,-74.12036607206106,Br. Capellanía,1,
0,,358A06_TM,53435,4.677468989638224,-74.15000681538501,El Carmen Fontibón,1,
0,,359A06_TM,53436,4.6756037264679,-74.15153225410344,Tribun de Bogotá y Cundinamarca,1,
0,,366A06_TM,53437,4.668679506393032,-74.14111239170298,Villemar,1,
0,,367A06_TM,53438,4.67034404887349,-74.1387564472439,SENA FONTIBON,1,
0,,368A06_TM,53439,4.671431238218895,-74.13725503715003,Colegio Teresita de Lisieux,1,
0,,372A06_TM,53440,4.675042592623939,-74.14954630326167,Br. El Carmen Fontibón,1,
0,,373A06_TM,53441,4.680786669826654,-74.13154779220083,Br. Puerta de Teja,1,
0,,084B12_TM,53442,4.57657696125877,-74.09587401094579,Br. Sociego Sur,1,
0,,085A12_TM,53443,4.577045605138727,-74.09605389024776,Br. Ciudad Jardín Sur,1,
0,,085B12_TM,53444,4.576477459608644,-74.09525544061145,Br. Ciudad Jardín Sur,1,
0,,086A12_TM,53445,4.590642408890843,-74.0872236286619,Br. La Hortúa,1,
0,,087A12_TM,53446,4.589648138933678,-74.08566704836463,Br. La Hortúa,1,
0,,088A12_TM,53447,4.510150270141031,-74.119202366384,Br. Tenerife II Sector,1,
0,,089A12_TM,53448,4.510403099026511,-74.1185599170861,Br. Marichuela,1,
0,,090A12_TM,53449,4.468345240166397,-74.12836004309817,Usme Rural,1,
0,,091A12_TM,53450,4.468348192256813,-74.1281297032446,Usme Rural,1,
0,,092A12_TM,53451,4.469512240117309,-74.1269380431259,Usme Centro,1,
0,,093A12_TM,53452,4.468936306216834,-74.12754489596898,Centro Usme,1,
0,,094A12_TM,53453,4.4709619772204725,-74.12500500003536,Plaza Central de Usme,1,
0,,094B12_TM,53454,4.470881240054879,-74.12526404316766,Plaza Central de Usme,1,
0,,095A12_TM,53455,4.47223823998814,-74.12351804320379,Plaza Central de Usme,1,
0,,097A12_TM,53456,4.473008515791777,-74.12245004383863,Centro Usme - La Esperanza,1,
0,,097B12.,53457,4.472322524876691,-74.12321414196595,Centro Usme - La Esperanza.,1,
0,,098A12_TM,53458,4.476711239913136,-74.12238904313779,Br. Centro Usme,1,
0,,099A12_TM,53459,4.476529710493372,-74.12229784286862,Br. Centro Usme Urbano,1,
0,,100A12_TM,53460,4.47961097730467,-74.12135352444939,Br. Centro Usme,1,
0,,101A12_TM,53461,4.4797229100737725,-74.12116459722402,Br. La Requilina,1,
0,,374A06_TM,53462,4.6803350658419385,-74.13560040312728,La Isla,1,
0,,375A06_TM,53463,4.6616414400507,-74.10905348701513,Estación Av. Rojas,1,
0,,376A06_TM,53464,4.669112366495886,-74.11381923894345,Estación Normandía,1,
0,,377A06_TM,53465,4.673844950523859,-74.11686508404537,Estación Modelia,1,
0,,378A06_TM,53466,4.657435026583385,-74.10638144443094,Estación El Tiempo - Maloka,1,
0,,379A06_TM,53467,4.660002011735167,-74.10804495719373,Br. Salitre Occidental,1,
0,,384A06_TM,53470,4.6426250325558405,-74.10120831884623,Br. Ciudad Salitre Nororiental,1,
0,,385A06_TM,53471,4.62793223722971,-74.08637404069658,Br. El Recuerdo,1,
0,,386A06_TM,53472,4.653294958512624,-74.1037344613416,Avenida Carrera 68,1,
0,,387A06_TM,53473,4.673986238340752,-74.14219903685013,Estación Tren Fontibón,1,
0,,390A06_TM,53474,4.636402796815557,-74.09680325031779,Embajada de Los Estados Unidos,1,
0,,391A06_TM,53475,4.632120609435685,-74.09100061704474,Corferias,1,
0,,393A06_TM,53476,4.625705424606311,-74.0874054465507,Br. Antonio Nariño,1,
0,,394A06_TM,53477,4.677633860979412,-74.11930756236117,C.C. Dorado Plaza,1,
0,,395A06_TM,53478,4.640467880212453,-74.09935883143437,Tribunales de Bogotá y Cundinamarca,1,
0,,396A06_TM,53479,4.661489976276662,-74.13757000003582,Hayuelos Occidental,1,
0,,397A06_TM,53480,4.66665597665294,-74.14123799979163,Villemar,1,
0,,102A12_TM,53481,4.483182360574197,-74.1207370601784,El pedregal-La Lira,1,
0,,103A12_TM,53482,4.482828841910778,-74.12081099368804,El pedregal-La Lira,1,
0,,104A12_TM,53483,4.487942344108483,-74.12019433813126,El pedregal-La Lira,1,
0,,105A12_TM,53484,4.488074199801499,-74.1200498237243,El pedregal-La Lira,1,
0,,106A12_TM,53485,4.490866359456645,-74.1191089229444,Villa Anita Usme,1,
0,,106B12_TM,53486,4.492550721383281,-74.11880913039859,Br. Villa Anita Usme,1,
0,,107A12_TM,53487,4.491217409801014,-74.11888989398703,Villa Anita Usme,1,
0,,107B12_TM,53488,4.492384087453104,-74.11871985760675,Villa Anita Usme,1,
0,,108A12_TM,53489,4.494630834426959,-74.11864353526352,Bosque El Limonar,1,
0,,109A12_TM,53490,4.494557312971179,-74.11853114674824,Bosque El Limonar,1,
0,,111A12_TM,53491,4.4982376227211285,-74.11805881200537,Br. Brazuelos,1,
0,,112A12_TM,53492,4.516903115042489,-74.1200232496396,Br. Santa Librada,1,
0,,112B12_TM,53493,4.518113969087579,-74.12031898237024,Br. Santa Librada,1,
0,,113A12_TM,53494,4.517144749974796,-74.11998999672666,Br. Santa Librada,1,
0,,114A12_TM,53495,4.516103201267034,-74.11915470223963,Salón Comunal San Juan Bautista,1,
0,,116A12_TM,53496,4.523440862397412,-74.12335888314034,Br. La Aurora,1,
0,,117A12_TM,53497,4.519980411260309,-74.12113076116839,Pq la Aurora,1,
0,,118A12_TM,53498,4.519834543644259,-74.12064281565557,Pq la Aurora,1,
0,,119A12_TM,53499,4.523171939434578,-74.12239413432317,Br. La Aurora,1,
0,,121A12_TM,53500,4.5266754106029845,-74.11711273153922,Br. Santa Martha,1,
0,,398A06_TM,53501,4.667270165890768,-74.1417817422061,Urb. Industrial San Pedro,1,
0,,399A06_TM,53502,4.646337423923463,-74.12372929164823,Br. Franco,1,
0,,400A06_TM,53503,4.650362762388177,-74.10188011153978,Estación Salitre - El Greco,1,
0,,401A06_TM,53504,4.625578860410972,-74.08268460690479,Br. Gran América,1,
0,,403A06_TM,53505,4.665174913571172,-74.13575391778012,Urb. Prado Grande,1,
0,,404A06_TM,53506,4.664545565272407,-74.13430763957633,Urb. Prado Grande,1,
0,,405A06_TM,53507,4.671508901548342,-74.14600413591873,Hospital Fontibón,1,
0,,406A06_TM,53508,4.648411613797094,-74.1231331304133,Br. Franco,1,
0,,407A06_TM,53509,4.6432929938402445,-74.11954494361832,INVIMA,1,
0,,408A06_TM,53510,4.685709013176942,-74.15788435737625,Br. San Pablo Jericó,1,
0,,409A06_TM,53511,4.664077060332592,-74.1376254566415,Urb. Prado Grande,1,
